example,5,13,E,F,less
example,5,14,E,F,less
example,5,15,E,F,less
example,5,16,E,F,less
example,5,17,E,F,less
example,5,18,E,F,less
example,5,19,E,F,less
example,5,20,E,F,less
example,5,21,E,F,less
example,5,22,E,F,less
example,5,23,E,F,less
example,5,24,E,F,less
example,5,25,E,F,less
example,6,1,F,G,less
example,6,2,F,G,less
example,6,3,F,G,less
example,6,4,F,G,less
example,6,5,F,G,less
example,6,6,F,G,more
example,6,7,F,G,less
example,6,8,F,G,less
example,6,9,F,G,less
example,6,10,F,G,less
example,6,11,F,G,less
example,6,12,F,G,less
example,6,13,F,G,less
example,6,14,F,G,less
example,6,15,F,G,less
example,6,16,F,G,less
example,6,17,F,G,less
example,6,18,F,G,less
example,6,19,F,G,less
example,6,20,F,G,less
example,6,21,F,G,less
example,6,22,F,G,less
example,6,23,F,G,less
example,6,24,F,G,less
example,6,25,F,G,less
example,7,1,G,H,less
example,7,2,G,H,less
example,7,3,G,H,less
example,7,4,G,H,less
example,7,5,G,H,less
example,7,6,G,H,less
example,7,7,G,H,more
example,7,8,G,H,less
example,7,9,G,H,less
example,7,10,G,H,less
example,7,11,G,H,less
example,7,12,G,H,less
example,7,13,G,H,less
example,7,14,G,H,less
example,7,15,G,H,less
example,7,16,G,H,less
example,7,17,G,H,less
example,7,18,G,H,less
example,7,19,G,H,less
example,7,20,G,H,less
example,7,21,G,H,less
example,7,22,G,H,less
example,7,23,G,H,less
example,7,24,G,H,less
example,7,25,G,H,less
example,8,1,H,I,less
example,8,2,H,I,less
example,8,3,H,I,less
example,8,4,H,I,less
example,8,5,H,I,less
example,8,6,H,I,less
example,8,7,H,I,less
example,8,8,H,I,more
example,8,9,H,I,less
example,8,10,H,I,less
example,8,11,H,I,less
example,8,12,H,I,less
example,8,13,H,I,less
example,8,14,H,I,less
example,8,15,H,I,less
example,8,16,H,I,less
example,8,17,H,I,less
example,8,18,H,I,less
example,8,19,H,I,less
example,8,20,H,I,less
example,8,21,H,I,less
example,8,22,H,I,less
example,8,23,H,I,less
example,8,24,H,I,less
example,8,25,H,I,less
example,9,1,I,J,less
example,9,2,I,J,less
example,9,3,I,J,less
example,9,4,I,J,less
example,9,5,I,J,less
example,9,6,I,J,less
example,9,7,I,J,less
example,9,8,I,J,less
example,9,9,I,J,more
example,9,10,I,J,less
example,9,11,I,J,less
example,9,12,I,J,less
example,9,13,I,J,less
example,9,14,I,J,less
example,9,15,I,J,less
example,9,16,I,J,less
example,9,17,I,J,less
example,9,18,I,J,less
example,9,19,I,J,less
example,9,20,I,J,less
example,9,21,I,J,less
example,9,22,I,J,less
example,9,23,I,J,less
example,9,24,I,J,less
example,9,25,I,J,less
example,10,1,J,K,less
example,10,2,J,K,less
example,10,3,J,K,less
example,10,4,J,K,less
example,10,5,J,K,less
example,10,6,J,K,less
example,10,7,J,K,less
example,10,8,J,K,less
example,10,9,J,K,less
example,10,10,J,K,more
example,10,11,J,K,less
example,10,12,J,K,less
example,10,13,J,K,less
example,10,14,J,K,less
example,10,15,J,K,less
example,10,16,J,K,less
example,10,17,J,K,less
example,10,18,J,K,less
example,10,19,J,K,less
example,10,20,J,K,less
example,10,21,J,K,less
example,10,22,J,K,less
example,10,23,J,K,less
example,10,24,J,K,less
example,10,25,J,K,less
example,11,1,K,L,less
example,11,2,K,L,less
example,11,3,K,L,less
example,11,4,K,L,less
example,11,5,K,L,less
example,11,6,K,L,less
example,11,7,K,L,less
example,11,8,K,L,less
example,11,9,K,L,less
example,11,10,K,L,less
example,11,11,K,L,more
example,11,12,K,L,less
example,11,13,K,L,less
example,11,14,K,L,less
example,11,15,K,L,less
example,11,16,K,L,less
example,11,17,K,L,less
example,11,18,K,L,less
example,11,19,K,L,less
example,11,20,K,L,less
example,11,21,K,L,less
example,11,22,K,L,less
example,11,23,K,L,less
example,11,24,K,L,less
example,11,25,K,L,less
example,12,1,L,M,less
example,12,2,L,M,less
example,12,3,L,M,less
example,12,4,L,M,less
example,12,5,L,M,less
example,12,6,L,M,less
example,12,7,L,M,less
example,12,8,L,M,less
example,12,9,L,M,less
example,12,10,L,M,less
example,12,11,L,M,less
example,12,12,L,M,more
example,12,13,L,M,less
example,12,14,L,M,less
example,12,15,L,M,less
example,12,16,L,M,less
example,12,17,L,M,less
example,12,18,L,M,less
example,12,19,L,M,less
example,12,20,L,M,less
example,12,21,L,M,less
example,12,22,L,M,less
example,12,23,L,M,less
example,12,24,L,M,less
example,12,25,L,M,less
example,13,1,M,N,less
example,13,2,M,N,less
example,13,3,M,N,less
example,13,4,M,N,less
example,13,5,M,N,less
example,13,6,M,N,less
example,13,7,M,N,less
example,13,8,M,N,less
example,13,9,M,N,less
example,13,10,M,N,less
example,13,11,M,N,less
example,13,12,M,N,less
example,13,13,M,N,more
example,13,14,M,N,less
example,13,15,M,N,less
example,13,16,M,N,less
example,13,17,M,N,less
example,13,18,M,N,less
example,13,19,M,N,less
example,13,20,M,N,less
example,13,21,M,N,less
example,13,22,M,N,less
example,13,23,M,N,less
example,13,24,M,N,less
example,13,25,M,N,less
example,14,1,N,O,less
example,14,2,N,O,less
example,14,3,N,O,less
example,14,4,N,O,less
example,14,5,N,O,less
example,14,6,N,O,less
example,14,7,N,O,less
example,14,8,N,O,less
example,14,9,N,O,less
example,14,10,N,O,less
example,14,11,N,O,less
example,14,12,N,O,less
example,14,13,N,O,less
example,14,14,N,O,more
example,14,15,N,O,less
example,14,16,N,O,less
example,14,17,N,O,less
example,14,18,N,O,less
example,14,19,N,O,less
example,14,20,N,O,less
example,14,21,N,O,less
example,14,22,N,O,less
example,14,23,N,O,less
example,14,24,N,O,less
example,14,25,N,O,less
example,15,1,O,P,less
example,15,2,O,P,less
example,15,3,O,P,less
example,15,4,O,P,less
example,15,5,O,P,less
example,15,6,O,P,less
example,15,7,O,P,less
example,15,8,O,P,less
example,15,9,O,P,less
example,15,10,O,P,less
example,15,11,O,P,less
example,15,12,O,P,less
example,15,13,O,P,less
example,15,14,O,P,less
example,15,15,O,P,more
example,15,16,O,P,less
example,15,17,O,P,less
example,15,18,O,P,less
example,15,19,O,P,less
example,15,20,O,P,less
example,15,21,O,P,less
example,15,22,O,P,less
example,15,23,O,P,less
example,15,24,O,P,less
example,15,25,O,P,less
example,16,1,P,Q,less
example,16,2,P,Q,less
example,16,3,P,Q,less
example,16,4,P,Q,less
example,16,5,P,Q,less
example,16,6,P,Q,less
example,16,7,P,Q,less
example,16,8,P,Q,less
example,16,9,P,Q,less
example,16,10,P,Q,less
example,16,11,P,Q,less
example,16,12,P,Q,less
example,16,13,P,Q,less
example,16,14,P,Q,less
example,16,15,P,Q,less
example,16,16,P,Q,more
example,16,17,P,Q,less
example,16,18,P,Q,less
example,16,19,P,Q,less
example,16,20,P,Q,less
example,16,21,P,Q,less
example,16,22,P,Q,less
example,16,23,P,Q,less
example,16,24,P,Q,less
example,16,25,P,Q,less
example,17,1,Q,R,less
example,17,2,Q,R,less
example,17,3,Q,R,less
example,17,4,Q,R,less
example,17,5,Q,R,less
example,17,6,Q,R,less
example,17,7,Q,R,less
example,17,8,Q,R,less
example,17,9,Q,R,less
example,17,10,Q,R,less
example,17,11,Q,R,less
example,17,12,Q,R,less
example,17,13,Q,R,less
example,17,14,Q,R,less
example,17,15,Q,R,less
example,17,16,Q,R,less
example,17,17,Q,R,more
example,17,18,Q,R,less
example,17,19,Q,R,less
example,17,20,Q,R,less
example,17,21,Q,R,less
example,17,22,Q,R,less
example,17,23,Q,R,less
example,17,24,Q,R,less
example,17,25,Q,R,less
example,18,1,R,S,less
example,18,2,R,S,less
example,18,3,R,S,less
example,18,4,R,S,less
example,18,5,R,S,less
example,18,6,R,S,less
example,18,7,R,S,less
example,18,8,R,S,less
example,18,9,R,S,less
example,18,10,R,S,less
example,18,11,R,S,less
example,18,12,R,S,less
example,18,13,R,S,less
example,18,14,R,S,less
example,18,15,R,S,less
example,18,16,R,S,less
example,18,17,R,S,less
example,18,18,R,S,more
example,18,19,R,S,less
example,18,20,R,S,less
example,18,21,R,S,less
example,18,22,R,S,less
example,18,23,R,S,less
example,18,24,R,S,less
example,18,25,R,S,less
example,19,1,S,T,less
example,19,2,S,T,less
example,19,3,S,T,less
example,19,4,S,T,less
example,19,5,S,T,less
example,19,6,S,T,less
example,19,7,S,T,less
example,19,8,S,T,less
example,19,9,S,T,less
example,19,10,S,T,less
example,19,11,S,T,less
example,19,12,S,T,less
example,19,13,S,T,less
example,19,14,S,T,less
example,19,15,S,T,less
example,19,16,S,T,less
example,19,17,S,T,less
example,19,18,S,T,less
example,19,19,S,T,more
example,19,20,S,T,less
example,19,21,S,T,less
example,19,22,S,T,less
example,19,23,S,T,less
example,19,24,S,T,less
example,19,25,S,T,less
example,20,1,T,U,less
example,20,2,T,U,less
example,20,3,T,U,less
example,20,4,T,U,less
example,20,5,T,U,less
example,20,6,T,U,less
example,20,7,T,U,less
example,20,8,T,U,less
example,20,9,T,U,less
example,20,10,T,U,less
example,20,11,T,U,less
example,20,12,T,U,less
example,20,13,T,U,less
example,20,14,T,U,less
example,20,15,T,U,less
example,20,16,T,U,less
example,20,17,T,U,less
example,20,18,T,U,less
example,20,19,T,U,less
example,20,20,T,U,more
example,20,21,T,U,less
example,20,22,T,U,less
example,20,23,T,U,less
example,20,24,T,U,less
example,20,25,T,U,less
example,21,1,U,V,less
example,21,2,U,V,less
example,21,3,U,V,less
example,21,4,U,V,less
example,21,5,U,V,less
example,21,6,U,V,less
example,21,7,U,V,less
example,21,8,U,V,less
example,21,9,U,V,less
example,21,10,U,V,less
example,21,11,U,V,less
example,21,12,U,V,less
example,21,13,U,V,less
example,21,14,U,V,less
example,21,15,U,V,less
example,21,16,U,V,less
example,21,17,U,V,less
example,21,18,U,V,less
example,21,19,U,V,less
example,21,20,U,V,less
example,21,21,U,V,more
example,21,22,U,V,less
example,21,23,U,V,less
example,21,24,U,V,less
example,21,25,U,V,less
example,22,1,V,W,less
example,22,2,V,W,less
example,22,3,V,W,less
example,22,4,V,W,less
example,22,5,V,W,less
example,22,6,V,W,less
example,22,7,V,W,less
example,22,8,V,W,less
example,22,9,V,W,less
example,22,10,V,W,less
example,22,11,V,W,less
example,22,12,V,W,less
example,22,13,V,W,less
example,22,14,V,W,less
example,22,15,V,W,less
example,22,16,V,W,less
example,22,17,V,W,less
example,22,18,V,W,less
example,22,19,V,W,less
example,22,20,V,W,less
example,22,21,V,W,less
example,22,22,V,W,more
example,22,23,V,W,less
example,22,24,V,W,less
example,22,25,V,W,less
example,23,1,W,X,less
example,23,2,W,X,less
example,23,3,W,X,less
example,23,4,W,X,less
example,23,5,W,X,less
example,23,6,W,X,less
example,23,7,W,X,less
example,23,8,W,X,less
example,23,9,W,X,less
example,23,10,W,X,less
example,23,11,W,X,less
example,23,12,W,X,less
example,23,13,W,X,less
example,23,14,W,X,less
example,23,15,W,X,less
example,23,16,W,X,less
example,23,17,W,X,less
example,23,18,W,X,less
example,23,19,W,X,less
example,23,20,W,X,less
example,23,21,W,X,less
example,23,22,W,X,less
example,23,23,W,X,more
example,23,24,W,X,less
example,23,25,W,X,less
example,24,1,X,Y,less
example,24,2,X,Y,less
example,24,3,X,Y,less
example,24,4,X,Y,less
example,24,5,X,Y,less
example,24,6,X,Y,less
example,24,7,X,Y,less
example,24,8,X,Y,less
example,24,9,X,Y,less
example,24,10,X,Y,less
example,24,11,X,Y,less
example,24,12,X,Y,less
example,24,13,X,Y,less
example,24,14,X,Y,less
example,24,15,X,Y,less
example,24,16,X,Y,less
example,24,17,X,Y,less
example,24,18,X,Y,less
example,24,19,X,Y,less
example,24,20,X,Y,less
example,24,21,X,Y,less
example,24,22,X,Y,less
example,24,23,X,Y,less
example,24,24,X,Y,more
example,24,25,X,Y,less
example,25,1,Y,Z,less
example,25,2,Y,Z,less
example,25,3,Y,Z,less
example,25,4,Y,Z,less
example,25,5,Y,Z,less
example,25,6,Y,Z,less
example,25,7,Y,Z,less
example,25,8,Y,Z,less
example,25,9,Y,Z,less
example,25,10,Y,Z,less
example,25,11,Y,Z,less
example,25,12,Y,Z,less
example,25,13,Y,Z,less
example,25,14,Y,Z,less
example,25,15,Y,Z,less
example,25,16,Y,Z,less
example,25,17,Y,Z,less
example,25,18,Y,Z,less
example,25,19,Y,Z,less
example,25,20,Y,Z,less
example,25,21,Y,Z,less
example,25,22,Y,Z,less
example,25,23,Y,Z,less
example,25,24,Y,Z,less
example,25,25,Y,Z,more
